Unnamed: 0,bmi,gender,name,length,height,weight
35,22.1403376165,Female,img_35.bmp,164,181,72.53
36,31.1667387543,Female,img_36.bmp,70,158,77.8
37,27.4323621228,Female,img_37.bmp,155,185,93.89
38,41.6866203791,Male,img_38.bmp,69,156,101.45
39,36.2779133046,Male,img_39.bmp,83,157,89.42
40,39.5759054232,Male,img_40.bmp,110,157,97.55
41,28.8904109589,Male,img_41.bmp,143,174,87.47
42,43.5334959655,Male,img_42.bmp,133,169,124.34
43,35.6183148808,Male,img_43.bmp,142,170,102.94
44,36.4878892734,Male,img_44.bmp,50,159,92.25
45,25.8455882353,Male,img_45.bmp,55,159,65.34
46,37.9321563182,Male,img_46.bmp,117,163,100.78
47,30.4015076374,Male,img_47.bmp,111,157,74.94
48,44.0731095679,Male,img_48.bmp,133,166,121.45
49,40.6828703704,Male,img_49.bmp,108,157,100.28
50,27.8220155709,Male,img_50.bmp,34,157,68.58
51,21.2846020761,Male,img_51.bmp,33,158,53.13
52,36.4878892734,Male,img_52.bmp,99,159,92.25
53,27.365916955,Male,img_53.bmp,91,159,69.18
54,35.7277249135,Female,img_54.bmp,49,158,89.19
55,21.2846020761,Female,img_55.bmp,56,157,52.46
56,37.9258494031,Female,img_56.bmp,159,180,122.88
57,23.4010560147,Female,img_57.bmp,74,159,59.16
58,38.2736816406,Female,img_58.bmp,84,159,96.76
59,34.5647762747,Female,img_59.bmp,85,158,86.29
60,30.2446222222,Male,img_60.bmp,85,156,73.6
61,21.9960888889,Male,img_61.bmp,73,156,53.53
62,33.2990677753,Female,img_62.bmp,71,158,83.13
63,23.9115646259,Female,img_63.bmp,49,156,58.19
64,37.5852082869,Male,img_64.bmp,121,163,99.86
65,26.6228558699,Male,img_65.bmp,87,157,65.62
66,51.4892578125,Female,img_66.bmp,123,163,136.8
67,25.7446289062,Female,img_67.bmp,110,159,65.08
68,41.6866203791,Male,img_68.bmp,126,168,117.66
69,29.5500093826,Male,img_69.bmp,77,159,74.71
70,37.9736842105,Male,img_70.bmp,85,157,93.6
71,31.8881578947,Male,img_71.bmp,130,169,91.08
72,41.9701492537,Male,img_72.bmp,153,178,132.98
73,26.3096458008,Male,img_73.bmp,155,183,88.11
74,51.4892578125,Female,img_74.bmp,144,174,155.89
75,24.0283203125,Female,img_75.bmp,148,177,75.28
76,31.9469822485,Female,img_76.bmp,68,157,78.75
77,34.0789473684,Male,img_77.bmp,148,179,109.19
78,39.9342838049,Male,img_78.bmp,110,158,99.69
79,47.4671052632,Male,img_79.bmp,158,182,157.23
80,39.4644687013,Female,img_80.bmp,47,158,98.52
81,26.936065939,Female,img_81.bmp,52,159,68.1
82,46.25,Male,img_82.bmp,91,159,116.92
83,29.2105263158,Male,img_83.bmp,76,159,73.85
84,41.5003341501,Female,img_84.bmp,53,158,103.6
85,30.8511918022,Female,img_85.bmp,52,158,77.02
86,54.1237024221,Female,img_86.bmp,116,160,138.56
87,38.0082179931,Female,img_87.bmp,150,178,120.43
88,53.6907359651,Male,img_88.bmp,71,159,135.74
89,34.1668319778,Male,img_89.bmp,75,158,85.29
90,49.7411555556,Male,img_90.bmp,77,159,125.75
91,40.3678222222,Male,img_91.bmp,86,158,100.77
92,35.1426170972,Female,img_92.bmp,140,173,105.18
93,27.4643982357,Female,img_93.bmp,136,174,83.15
94,37.2438964844,Female,img_94.bmp,160,180,120.67
95,32.6098632812,Female,img_95.bmp,158,185,111.61
96,42.2631952663,Male,img_96.bmp,157,180,136.93
97,29.950295858,Male,img_97.bmp,96,157,73.82
98,29.285855981,Male,img_98.bmp,131,166,80.7
99,25.1021622694,Male,img_99.bmp,106,158,62.67
100,29.8341049383,Male,img_100.bmp,121,165,81.22
101,24.4097222222,Male,img_101.bmp,141,171,71.38
102,37.2438964844,Female,img_102.bmp,100,157,91.8
103,32.0949707031,Female,img_103.bmp,99,159,81.14
104,42.2408267906,Male,img_104.bmp,70,159,106.79
105,30.7513219035,Male,img_105.bmp,89,156,74.84
106,29.8341049383,Male,img_106.bmp,124,160,76.38
107,24.4097222222,Male,img_107.bmp,82,157,60.17
108,35.15,Female,img_108.bmp,154,178,111.37
109,25.6810204082,Female,img_109.bmp,141,171,75.09
110,25.5472972973,Male,img_110.bmp,89,156,62.17
111,28.4301470588,Male,img_111.bmp,92,157,70.08
112,39.1911651235,Male,img_112.bmp,134,169,111.93
113,35.1228780864,Male,img_113.bmp,131,166,96.78
114,34.0789473684,Male,img_114.bmp,165,188,120.45
115,25.5592105263,Male,img_115.bmp,87,156,62.2
116,39.1554054054,Male,img_116.bmp,68,159,98.99
117,28.2432432432,Male,img_117.bmp,68,158,70.51
118,33.8112792969,Female,img_118.bmp,45,156,82.28
119,51.6911764706,Female,img_119.bmp,75,158,129.04
120,35.8009259259,Male,img_120.bmp,145,178,113.43
121,23.8672839506,Male,img_121.bmp,66,157,58.83
122,38.0082179931,Female,img_122.bmp,57,159,96.09
123,32.5350346021,Female,img_123.bmp,56,159,82.25
124,38.0082179931,Female,img_124.bmp,62,156,92.5
125,29.7984429066,Female,img_125.bmp,61,159,75.33
126,36.6059171598,Female,img_126.bmp,127,167,102.09
127,29.6175147929,Female,img_127.bmp,122,163,78.69
128,43.2315016862,Male,img_128.bmp,68,158,107.92
129,32.074985122,Male,img_129.bmp,89,157,79.06
130,38.312283737,Female,img_130.bmp,66,158,95.64
131,26.9098183391,Female,img_131.bmp,60,159,68.03
132,36.9587881488,Female,img_132.bmp,75,157,91.1
133,30.6945867677,Female,img_133.bmp,83,159,77.6
134,47.0565200617,Male,img_134.bmp,62,157,115.99
135,37.2926311728,Male,img_135.bmp,81,159,94.28
136,42.0825456837,Male,img_136.bmp,89,159,106.39
137,37.8004620878,Male,img_137.bmp,100,156,91.99
138,54.0287369125,Female,img_138.bmp,133,167,150.68
139,46.5116952551,Female,img_139.bmp,99,157,114.65
140,34.9675605536,Male,img_140.bmp,89,156,85.1
141,32.5350346021,Male,img_141.bmp,83,158,81.22
142,43.3293685121,Female,img_142.bmp,131,168,122.29
143,24.3252595156,Female,img_143.bmp,112,159,61.5
144,31.6342169748,Female,img_144.bmp,72,158,78.97
145,26.936065939,Female,img_145.bmp,50,156,65.55
146,37.597110152,Male,img_146.bmp,87,159,95.05
147,23.7455432539,Male,img_147.bmp,76,157,58.53
148,47.4633487654,Male,img_148.bmp,101,157,116.99
149,31.8682484568,Male,img_149.bmp,127,166,87.82
150,29.5628858025,Male,img_150.bmp,71,157,72.87
151,27.1219135802,Male,img_151.bmp,105,157,66.85
152,38.2434362529,Male,img_152.bmp,58,158,95.47
153,27.0214240706,Male,img_153.bmp,62,156,65.76
154,59.4894222222,Male,img_154.bmp,164,184,201.41
155,34.4938666667,Male,img_155.bmp,116,164,92.77
156,37.7587890625,Female,img_156.bmp,155,185,129.23
157,25.7446289062,Female,img_157.bmp,121,160,65.91
158,28.6456626759,Male,img_158.bmp,107,158,71.51
159,25.2495274102,Male,img_159.bmp,118,161,65.45
160,25.8218549128,Male,img_160.bmp,115,163,68.61
161,19.3663911846,Male,img_161.bmp,120,161,50.2
162,34.4043268221,Male,img_162.bmp,102,156,83.73
163,28.0550304558,Male,img_163.bmp,121,162,73.63
164,29.527027027,Male,img_164.bmp,75,159,74.65
165,25.6756756757,Male,img_165.bmp,90,158,64.1
166,36.4878892734,Male,img_166.bmp,74,158,91.09
167,25.8455882353,Male,img_167.bmp,80,158,64.52
168,36.1263888889,Male,img_168.bmp,151,177,113.18
169,30.2680555556,Male,img_169.bmp,75,158,75.56
170,26.5784499055,Male,img_170.bmp,134,166,73.24
171,25.1018693552,Male,img_171.bmp,107,157,61.87
172,25.4990817264,Male,img_172.bmp,99,157,62.85
173,22.9168962351,Male,img_173.bmp,97,157,56.49
174,33.1191111111,Male,img_174.bmp,51,159,83.73
175,28.7448888889,Male,img_175.bmp,56,158,71.76
176,28.12,Male,img_176.bmp,100,159,71.09
177,21.6211555556,Male,img_177.bmp,89,156,52.62
178,38.2434362529,Male,img_178.bmp,100,157,94.27
179,27.9073724008,Male,img_179.bmp,96,159,70.55
180,34.4043268221,Male,img_180.bmp,88,158,85.89
181,25.9878176854,Male,img_181.bmp,161,184,87.98
182,31.4209816158,Male,img_182.bmp,100,159,79.44
183,24.306797099,Male,img_183.bmp,136,171,71.08
184,29.5316110061,Male,img_184.bmp,91,157,72.79
185,26.5784499055,Male,img_185.bmp,158,185,90.96
186,25.1021622694,Male,img_186.bmp,133,166,69.17
187,24.4048799841,Male,img_187.bmp,115,161,63.26
188,26.6228558699,Male,img_188.bmp,64,159,67.31
189,24.273780352,Male,img_189.bmp,59,156,59.07
190,31.8941398866,Male,img_190.bmp,79,159,80.63
191,24.6588951901,Male,img_191.bmp,76,159,62.34
192,30.6804205515,Male,img_192.bmp,98,156,74.66
193,25.1021622694,Male,img_193.bmp,69,158,62.67
194,29.8341049383,Male,img_194.bmp,70,158,74.48
195,23.4604552469,Male,img_195.bmp,116,163,62.33
196,27.669982699,Male,img_196.bmp,144,174,83.77
197,24.6293252595,Male,img_197.bmp,164,181,80.69
198,24.36357908,Male,img_198.bmp,129,169,69.58
199,23.6252888049,Male,img_199.bmp,131,167,65.89
200,31.0361842105,Male,img_200.bmp,161,183,103.94
201,26.1677631579,Male,img_201.bmp,147,177,81.98
202,23.6724489796,Male,img_202.bmp,97,159,59.85
203,22.9551020408,Male,img_203.bmp,100,156,55.86
204,24.3252595156,Male,img_204.bmp,127,169,69.48
205,23.1089965398,Male,img_205.bmp,148,179,74.04
206,24.0211937716,Male,img_206.bmp,127,168,67.8
207,22.6528979239,Male,img_207.bmp,118,163,60.19
208,37.5051459777,Male,img_208.bmp,142,171,109.67
209,31.0081915564,Male,img_209.bmp,98,157,76.43
210,23.7455432539,Male,img_210.bmp,112,157,58.53
211,22.4263464065,Male,img_211.bmp,111,159,56.7
212,30.1285714286,Male,img_212.bmp,70,156,73.32
213,25.8244897959,Male,img_213.bmp,166,188,91.27
214,28.1260813149,Male,img_214.bmp,75,156,68.45
215,26.4537197232,Male,img_215.bmp,83,158,66.04
216,26.1114285714,Male,img_216.bmp,151,176,80.88
217,21.5204081633,Male,img_217.bmp,128,169,61.46
218,26.7577854671,Male,img_218.bmp,129,169,76.42
219,35.3040540541,Male,img_219.bmp,74,159,89.25
220,35.8673469388,Male,img_220.bmp,77,159,90.68
221,31.2763265306,Male,img_221.bmp,122,163,83.1
222,28.2426538108,Female,img_222.bmp,91,158,70.5
223,23.4010560147,Female,img_223.bmp,110,158,58.42
224,32.979921186,Male,img_224.bmp,87,159,83.38
225,24.4051416776,Male,img_225.bmp,69,157,60.16
226,34.6621621622,Male,img_226.bmp,59,156,84.35
227,27.7031337962,Male,img_227.bmp,111,158,69.16
228,35.2584876543,Male,img_228.bmp,96,157,86.91
229,27.1219135802,Male,img_229.bmp,102,158,67.71
230,27.8912914104,Male,img_230.bmp,104,157,68.75
231,24.4048799841,Male,img_231.bmp,98,157,60.16
232,36.2586788336,Male,img_232.bmp,88,156,88.24
233,24.4048799841,Male,img_233.bmp,92,158,60.92
234,47.2014285714,Female,img_234.bmp,60,158,117.83
235,25.8244897959,Female,img_235.bmp,40,158,64.47
236,33.4955632716,Female,img_236.bmp,120,162,87.91
237,24.4097222222,Female,img_237.bmp,127,166,67.26
238,32.8870572511,Male,img_238.bmp,98,157,81.06
239,27.4058810425,Male,img_239.bmp,137,175,83.93
240,36.1762234825,Male,img_240.bmp,58,157,89.17
241,28.7933207309,Male,img_241.bmp,61,157,70.97
242,41.6238347191,Female,img_242.bmp,112,157,102.6
243,35.7787855883,Female,img_243.bmp,129,167,99.78
244,44.3471533426,Male,img_244.bmp,96,157,109.31
245,33.0511803214,Male,img_245.bmp,77,157,81.47
246,32.8870572511,Female,img_246.bmp,73,159,83.14
247,28.9719313878,Female,img_247.bmp,86,159,73.24
248,31.1902006173,Male,img_248.bmp,95,156,75.9
249,25.0877700617,Male,img_249.bmp,87,159,63.42
250,39.7673372781,Female,img_250.bmp,78,157,98.02
251,27.2880473373,Female,img_251.bmp,173,187,95.42
252,43.3950617284,Male,img_252.bmp,50,159,109.71
253,34.9872685185,Male,img_253.bmp,60,158,87.34
254,44.7511574074,Male,img_254.bmp,87,159,113.14
255,38.6487268519,Male,img_255.bmp,115,164,103.95
256,42.0629552549,Male,img_256.bmp,78,158,105.01
257,35.6620707596,Male,img_257.bmp,72,156,86.79
258,31.9269031142,Male,img_258.bmp,86,156,77.7
259,25.5415224913,Male,img_259.bmp,156,184,86.47
260,37.1184,Male,img_260.bmp,65,158,92.66
261,32.9941333333,Male,img_261.bmp,48,156,80.29
262,35.7277249135,Male,img_262.bmp,64,157,88.07
263,27.9740484429,Male,img_263.bmp,72,159,70.72
264,35.2584876543,Female,img_264.bmp,46,159,89.14
265,24.4097222222,Female,img_265.bmp,47,159,61.71
266,26.3096458008,Female,img_266.bmp,91,156,64.03
267,19.5756293161,Female,img_267.bmp,81,158,48.87
268,35.4369387755,Male,img_268.bmp,93,159,89.59
269,24.3897959184,Male,img_269.bmp,96,156,59.36
270,35.4245401864,Female,img_270.bmp,44,159,89.56
271,35.6183148808,Male,img_271.bmp,106,159,90.05
272,37.597110152,Male,img_272.bmp,120,161,97.46
273,26.5158566335,Male,img_273.bmp,114,158,66.19
274,46.3700259516,Male,img_274.bmp,64,157,114.3
275,30.2545415225,Male,img_275.bmp,88,157,74.57
276,34.3688888889,Male,img_276.bmp,88,158,85.8
277,30.9944888889,Male,img_277.bmp,91,156,75.43
278,33.7714392944,Male,img_278.bmp,68,157,83.24
279,30.4734471758,Male,img_279.bmp,67,156,74.16
280,48.8102833552,Male,img_280.bmp,131,169,139.41
281,36.9375117283,Male,img_281.bmp,43,156,89.89
282,44.6240234375,Female,img_282.bmp,102,158,111.4
283,32.953125,Female,img_283.bmp,69,157,81.23
284,28.5504081633,Male,img_284.bmp,91,156,69.48
285,26.1200975793,Male,img_285.bmp,148,177,81.83
286,25.8401596303,Female,img_286.bmp,113,156,62.88
287,17.7189666037,Female,img_287.bmp,96,158,44.23
288,24.9585798817,Female,img_288.bmp,143,173,74.7
289,24.1171753174,Male,img_289.bmp,111,156,58.69
290,35.6186666667,Male,img_290.bmp,94,158,88.92
291,29.3697777778,Male,img_291.bmp,86,159,74.25
292,31.7960722079,Female,img_292.bmp,98,158,79.38
293,26.0853432282,Male,img_293.bmp,101,159,65.95
294,32.0038580247,Male,img_294.bmp,86,157,78.89
295,23.7316743827,Male,img_295.bmp,82,159,60
296,40.7730263158,Male,img_296.bmp,76,158,101.79
297,37,Male,img_297.bmp,157,182,122.56
298,40.0540540541,Male,img_298.bmp,83,158,99.99
299,25.4189189189,Male,img_299.bmp,62,159,64.26
300,36.8684444444,Male,img_300.bmp,154,176,114.2
301,31.1194666667,Male,img_301.bmp,70,157,76.71
302,37.072265625,Female,img_302.bmp,131,168,104.63
303,36.6380502614,Male,img_303.bmp,140,173,109.65
304,51.7125164196,Male,img_304.bmp,67,159,130.73
305,35.4863951961,Male,img_305.bmp,64,158,88.59
306,33.9023919753,Male,img_306.bmp,106,156,82.5
307,28.4780092593,Male,img_307.bmp,89,157,70.2
308,37.9928692062,Male,img_308.bmp,155,180,123.1
309,31.5288046538,Male,img_309.bmp,145,176,97.66
310,51.4892578125,Female,img_310.bmp,75,156,125.3
311,38.6169433594,Female,img_311.bmp,98,156,93.98
312,27.3167401806,Male,img_312.bmp,157,184,92.48
313,24.5112371351,Male,img_313.bmp,104,158,61.19
314,38.6169433594,Female,img_314.bmp,98,159,97.63
315,30.0354003906,Female,img_315.bmp,96,159,75.93
316,44.6756756757,Male,img_316.bmp,107,159,112.94
317,26.7027027027,Male,img_317.bmp,78,156,64.98
318,34.0553633218,Female,img_318.bmp,93,159,86.1
319,27.1216568047,Female,img_319.bmp,149,176,84.01
320,32.7722674073,Male,img_320.bmp,124,162,86.01
321,27.8912914104,Male,img_321.bmp,132,169,79.66
322,40.8243243243,Male,img_322.bmp,95,159,103.21
323,36.972972973,Male,img_323.bmp,104,157,91.13
324,28.7448888889,Male,img_324.bmp,90,159,72.67
325,23.2946745562,Female,img_325.bmp,56,156,56.69
326,43.7422222222,Male,img_326.bmp,85,157,107.82
327,33.744,Male,img_327.bmp,91,159,85.31
328,36.8716326531,Male,img_328.bmp,96,156,89.73
329,26.6853061224,Male,img_329.bmp,118,160,68.31
330,43.8917793965,Female,img_330.bmp,93,157,108.19
331,40.8481445312,Female,img_331.bmp,84,158,101.97
332,30.4065743945,Male,img_332.bmp,116,162,79.8
333,26.6057525952,Male,img_333.bmp,145,178,84.3
334,36.9375117283,Male,img_334.bmp,117,163,98.14
335,23.8774629386,Male,img_335.bmp,153,177,74.81
336,42.0823794333,Male,img_336.bmp,133,168,118.77
337,26.9116156877,Male,img_337.bmp,66,158,67.18
338,26.6287878788,Female,img_338.bmp,84,159,67.32
339,20.1733241506,Female,img_339.bmp,63,158,50.36
340,32.979921186,Male,img_340.bmp,81,156,80.26
341,25.7243385251,Male,img_341.bmp,53,158,64.22
342,29.6424354866,Male,img_342.bmp,66,156,72.14
343,23.7139483893,Male,img_343.bmp,127,167,66.14
344,31.7464818315,Male,img_344.bmp,140,175,97.22
345,25.1018693552,Male,img_345.bmp,105,156,61.09
346,32.6098632812,Female,img_346.bmp,79,156,79.36
347,24.0283203125,Female,img_347.bmp,91,158,59.98
348,42.214299118,Male,img_348.bmp,65,157,104.05
349,27.7031337962,Male,img_349.bmp,64,158,69.16
350,43.8494096681,Female,img_350.bmp,89,159,110.86
351,28.1889062152,Female,img_351.bmp,69,157,69.48
352,30.1285714286,Male,img_352.bmp,94,158,75.21
353,23.6724489796,Male,img_353.bmp,98,156,57.61
354,37.5852082869,Male,img_354.bmp,64,157,92.64
355,27.4058810425,Male,img_355.bmp,65,157,67.55
356,42.4924444444,Male,img_356.bmp,100,156,103.41
357,32.4942222222,Male,img_357.bmp,91,159,82.15
358,47.2014285714,Female,img_358.bmp,150,178,149.55
359,40.3148979592,Female,img_359.bmp,153,179,129.17
360,33.1052631579,Male,img_360.bmp,122,160,84.75
361,25.4375,Male,img_361.bmp,135,170,73.51
362,49.1701323251,Male,img_362.bmp,112,157,121.2
363,35.5855912623,Male,img_363.bmp,149,179,114.02
364,42.564453125,Female,img_364.bmp,159,181,139.45
365,35.0126953125,Female,img_365.bmp,120,162,91.89
366,37.1957671958,Female,img_366.bmp,93,158,92.86
367,26.037037037,Female,img_367.bmp,76,158,65
368,36.7434666667,Male,img_368.bmp,109,157,90.57
369,27.1201777778,Male,img_369.bmp,159,182,89.83
370,46.1168,Male,img_370.bmp,160,184,156.13
371,41.4926222222,Male,img_371.bmp,126,166,114.34
372,37.6532434041,Male,img_372.bmp,73,158,94
373,35.5613965483,Male,img_373.bmp,131,169,101.57
374,41.1757142857,Male,img_374.bmp,65,157,101.49
375,33.2848979592,Male,img_375.bmp,98,156,81
376,40.1644736842,Male,img_376.bmp,32,158,100.27
377,37.3651315789,Male,img_377.bmp,71,159,94.46
378,38.4053069719,Female,img_378.bmp,86,156,93.46
379,27.0665972945,Female,img_379.bmp,74,158,67.57
380,45.1891891892,Male,img_380.bmp,82,158,112.81
381,38.1283783784,Male,img_381.bmp,82,157,93.98
382,52.7554065744,Female,img_382.bmp,153,176,163.42
383,39.5285467128,Female,img_383.bmp,169,187,138.23
384,28.693877551,Male,img_384.bmp,115,161,74.38
385,22.8488284203,Male,img_385.bmp,87,159,57.76
386,39.3267746914,Male,img_386.bmp,58,159,99.42
387,33.2243441358,Male,img_387.bmp,64,158,82.94
388,29.598351526,Male,img_388.bmp,80,157,72.96
389,25.9964357318,Male,img_389.bmp,93,159,65.72
390,45.8360339506,Male,img_390.bmp,164,183,153.5
391,33.7667824074,Male,img_391.bmp,95,159,85.37
392,30.6634527089,Female,img_392.bmp,135,173,91.77
393,26.6287878788,Female,img_393.bmp,72,156,64.8
394,37.9258494031,Female,img_394.bmp,62,159,95.88
395,30.6634527089,Female,img_395.bmp,131,168,86.54
396,34.4531075963,Male,img_396.bmp,131,167,96.09
397,26.6228558699,Male,img_397.bmp,152,176,82.47
398,39.5759054232,Male,img_398.bmp,48,159,100.05
399,33.6395196097,Male,img_399.bmp,71,157,82.92
400,43.8494096681,Female,img_400.bmp,136,172,129.72
401,39.9342838049,Female,img_401.bmp,121,165,108.72
402,38.0193877551,Male,img_402.bmp,147,179,121.82
403,25.8244897959,Male,img_403.bmp,150,177,80.91
404,30.0354003906,Female,img_404.bmp,56,158,74.98
405,24.8864746094,Female,img_405.bmp,81,156,60.56
406,28.7933207309,Male,img_406.bmp,125,169,82.24
407,22.8869985297,Male,img_407.bmp,92,156,55.7
408,44.6976643599,Male,img_408.bmp,73,157,110.18
409,25.8455882353,Male,img_409.bmp,89,159,65.34
410,40.1644736842,Male,img_410.bmp,137,173,120.21
411,36.3914473684,Male,img_411.bmp,90,157,89.7
412,24.6891259105,Female,img_412.bmp,83,157,60.86
413,49.9445800781,Female,img_413.bmp,76,157,123.11
414,55.9079973268,Female,img_414.bmp,67,159,141.34
415,32.4172421475,Female,img_415.bmp,55,157,79.91
416,44.3320408163,Male,img_416.bmp,98,158,110.67
417,36.4412244898,Male,img_417.bmp,65,159,92.13
418,47.1381153932,Female,img_418.bmp,138,172,139.45
419,40.873914012,Female,img_419.bmp,126,167,113.99
420,28.5885736957,Male,img_420.bmp,46,157,70.47
421,24.4048799841,Male,img_421.bmp,62,159,61.7
422,37.9304199219,Female,img_422.bmp,80,156,92.31
423,19.9091796875,Female,img_423.bmp,79,159,50.33
424,38.0953947368,Male,img_424.bmp,37,156,92.71
425,27.9934210526,Male,img_425.bmp,43,158,69.88
426,28.9519526627,Male,img_426.bmp,137,172,85.65
427,25.7905325444,Male,img_427.bmp,106,157,63.57
428,33.961352657,Male,img_428.bmp,102,158,84.78
429,26.5784499055,Male,img_429.bmp,114,159,67.19
430,29.2611862643,Female,img_430.bmp,31,158,73.05
431,22.3130331283,Male,img_431.bmp,104,157,55
432,44.7040863177,Female,img_432.bmp,49,159,113.02
433,37.6030762167,Female,img_433.bmp,67,158,93.87
434,61.7023533951,Male,img_434.bmp,160,184,208.9
435,35.665316358,Male,img_435.bmp,114,157,87.91
436,34.109010712,Male,img_436.bmp,123,164,91.74
437,30.1222432262,Male,img_437.bmp,129,166,83
438,31.0011259148,Male,img_438.bmp,66,156,75.44
439,27.835053481,Male,img_439.bmp,74,159,70.37
440,54.8714416896,Female,img_440.bmp,70,156,133.54
441,32.277318641,Female,img_441.bmp,65,159,81.6
442,35.9892102847,Female,img_442.bmp,83,159,90.98
443,20.9802571166,Female,img_443.bmp,85,157,51.71
444,50.1708477509,Female,img_444.bmp,58,159,126.84
445,25.8455882353,Female,img_445.bmp,61,157,63.71
446,26.4967268399,Male,img_446.bmp,172,189,94.65
447,25.5592105263,Male,img_447.bmp,65,158,63.81
448,33.7153061224,Male,img_448.bmp,52,158,84.17
449,30.8459183673,Male,img_449.bmp,72,157,76.03
450,32.2309688581,Male,img_450.bmp,94,158,80.46
451,24.7813581315,Male,img_451.bmp,94,158,61.86
452,36.4878892734,Female,img_452.bmp,69,159,92.25
453,30.4065743945,Female,img_453.bmp,93,158,75.91
454,30.6634527089,Male,img_454.bmp,82,158,76.55
455,24.2079889807,Male,img_455.bmp,100,158,60.43
456,29.0495867769,Female,img_456.bmp,122,160,74.37
457,28.2426538108,Female,img_457.bmp,84,157,69.62
458,32.277318641,Female,img_458.bmp,80,156,78.55
459,25.1763085399,Female,img_459.bmp,145,177,78.87
460,38.4899821464,Male,img_460.bmp,89,156,93.67
461,35.2824836342,Male,img_461.bmp,98,158,88.08
462,27.4058810425,Female,img_462.bmp,147,178,86.83
463,25.3700155937,Female,img_463.bmp,128,167,70.75
464,26.9552662722,Female,img_464.bmp,138,173,80.67
465,23.6274556213,Female,img_465.bmp,128,167,65.89
466,36.2586788336,Male,img_466.bmp,64,159,91.67
467,22.3130331283,Male,img_467.bmp,61,158,55.7
468,37.2926311728,Male,img_468.bmp,67,158,93.1
469,25.0877700617,Male,img_469.bmp,47,157,61.84
470,40.4116512346,Male,img_470.bmp,71,156,98.35
471,26.5794753086,Male,img_471.bmp,51,157,65.52
472,42.4924444444,Male,img_472.bmp,88,157,104.74
473,29.9946666667,Male,img_473.bmp,87,157,73.93
474,38.3063265306,Male,img_474.bmp,86,159,96.84
475,34.1457142857,Male,img_475.bmp,92,156,83.1
476,25.4924945185,Male,img_476.bmp,113,159,64.45
477,23.1210996795,Male,img_477.bmp,79,156,56.27
478,36.6399221453,Female,img_478.bmp,142,171,107.14
479,27.2575231481,Male,img_479.bmp,62,157,67.19
480,35.9797659195,Male,img_480.bmp,92,159,90.96
481,26.775639754,Male,img_481.bmp,66,158,66.84
482,51.6911764706,Male,img_482.bmp,83,158,129.04
483,33.4472318339,Male,img_483.bmp,32,158,83.5
484,32.4933544932,Male,img_484.bmp,143,174,98.38
485,21.476294386,Male,img_485.bmp,118,163,57.06
486,37.7855415211,Female,img_486.bmp,72,159,95.53
487,24.5606019887,Female,img_487.bmp,106,159,62.09
488,29.6747919144,Female,img_488.bmp,88,158,74.08
489,22.7785374554,Female,img_489.bmp,84,159,57.59
490,36.7434666667,Male,img_490.bmp,82,159,92.89
491,26.2453333333,Male,img_491.bmp,89,156,63.87
492,34.4043268221,Male,img_492.bmp,92,159,86.98
493,28.940978786,Male,img_493.bmp,98,156,70.43
494,38.9473684211,Male,img_494.bmp,89,159,98.46
495,27.9934210526,Male,img_495.bmp,100,159,70.77
496,33.7153061224,Male,img_496.bmp,117,164,90.68
497,29.9851020408,Male,img_497.bmp,130,169,85.64
498,50.9891975309,Male,img_498.bmp,94,157,125.68
499,37.2926311728,Male,img_499.bmp,54,158,93.1
